Citta';Data;Ora;Luogo;Latitudine;Longitudine;Illesi;Feriti;Riservata;Decessi;Natura
Bergamo;2017-12-31;20:20; VIA BIANZANA all'intersezione con VIA SERASSI;45.7048; 9.6929;5;0;0;0;Scontro frontale/laterale SX fra veicoli in marcia
Bergamo;2017-12-31;23:55; VIALE PAPA GIOVANNI XXIII chiesa delle grazie;45.6938; 9.6712;3;0;0;0;Tamponamento
Bergamo;2017-12-30;13:20; VIA PALEOCAPA all'intersezione semaforizzata con VIA QUARENGHI;45.6896; 9.6692;4;1;0;0;Scontro laterale fra veicoli in marcia
Bergamo;2017-12-30;17:40; VIA SAN GIOVANNI BOSCO all'intersezione con VIA BONOMELLI G.;45.6889; 9.6704;4;0;0;0;Scontro laterale fra veicoli in marcia
Bergamo;2017-12-29;14:15; S.P. EX 671  in corrispondenza della chilometrica6.2;45.6755; 9.6747;2;5;0;0;Scontro frontale/laterale DX fra veicoli in marcia
Bergamo;2017-12-29;12:30; VIALE DELLE MURA .;45.7022; 9.6653;3;0;0;0;Scontro frontale fra veicoli in marcia
Bergamo;2017-12-29;07:15; VIA ORIO all'intersezione con ROTATORIA VIA PER ORIO;45.6774; 9.6848;3;0;0;0;Tamponamento
Bergamo;2017-12-29;12:25; SS671 svincolo nuovo ospedale direzione Curno;45.681; 9.6367;1;0;0;0;Fuoriuscita dalla sede stradale
Bergamo;2017-12-28;19:05; VIA PINAMONTE DA BREMBATE all'intersezione con VIA BONO B.;45.6942; 9.6823;1;0;0;0;Investimento di pedone
Bergamo;2017-12-28;20:00; VIA PAPA LEONE XIII in prossimità del civico n.2;45.7093; 9.6942;0;1;0;0;Infortunio per caduta da veicolo
Bergamo;2017-12-28;16:30; VIA SAN BERNARDINO in corrispondenza del civico n.73;45.6857; 9.6626;2;0;0;0;Scontro laterale fra veicoli in marcia
Bergamo;2017-12-28;15:10; AUTOSTRADA all'intersezione con ROTATORIA AUTOSTRADA;45.6781; 9.6697;2;1;0;0;Tamponamento
Bergamo;2017-12-28;13:50; VIA SAN GIOVANNI BOSCO in prossimità del civico n.49;45.6815; 9.6794;4;0;0;0;Tamponamento
Bergamo;2017-12-28;22:00; S.P. 671 in corrispondenza della chilometrica6.4;45.6753; 9.6768;1;0;0;0;Veicolo in marcia contro ostacolo accidentale
Bergamo;2017-12-28;13:15; VIA BROSETA all'intersezione con VIA VELA;45.6931; 9.656;3;0;0;0;Tamponamento
Bergamo;2017-12-27;16:15; VIA BORGO SANTA CATERINA all'intersezione con VIA CELESTINI;45.7052; 9.6811;2;1;0;0;Scontro frontale fra veicoli in marcia
Bergamo;2017-12-27;19:05; VIA MARTIN LUTHER KING  in corrispondenza del palo luce n.8;45.6845; 9.6416;5;1;0;0;Investimento di pedone
Bergamo;2017-12-27;09:40; VIA MORONI GIANBATTISTA in prossimità del civico n.241;45.6873; 9.6594;1;0;0;0;Veicolo in marcia contro veicolo fermo
Bergamo;2017-12-27;06:50; VIA SAN BERNARDINO all'intersezione semaforizzata con VIA SPINO;45.6827; 9.6622;2;1;0;0;Scontro frontale/laterale SX fra veicoli in marcia
Bergamo;2017-12-27;18:00; VIALE GIULIO CESARE in prossimità del civico n.10;45.7056; 9.6788;1;0;0;0;Scontro laterale fra veicoli in marcia
Bergamo;2017-12-27;21:20; S.P. 671 poco prima svincolo r.da Autostrada;45.6757; 9.6727;3;0;0;0;Veicolo in marcia contro ostacolo accidentale
Bergamo;2017-12-27;07:40; ROTATORIA VIA PER ORIO all'intersezione con SVINCOLO 671;45.6594; 9.7118;1;0;0;0;Fuoriuscita dalla sede stradale
Bergamo;2017-12-27;07:50; ROTATORIA VIA PER ORIO all'intersezione con SVINCOLO 671;45.6594; 9.7118;1;0;0;0;Fuoriuscita dalla sede stradale
Bergamo;2017-12-27;17:40; VIA BORGO PALAZZO in prossimità attraversamento pedonale via Pelandi;45.6927; 9.6951;1;1;0;0;Investimento di pedone
Bergamo;2017-12-26;10:50; VIALE PIROVANO all'intersezione con VIA VIVALDI;45.6952; 9.6889;2;1;0;0;Infortunio per sola frenata improvvisa
Bergamo;2017-12-25;12:50; VIA LUNGA in corrispondenza del palo luce n.8;45.6859; 9.6956;1;0;0;0;Veicolo in marcia contro ostacolo fisso
Bergamo;2017-12-24;23:00; VIA PALAZZOLO DON LUIGI in prossimità del civico n.67;45.6887; 9.6651;0;0;0;0;Veicolo in marcia contro veicolo in sosta
Bergamo;2017-12-24;00:10; VIA SALVO D'ACQUISTO all'intersezione semaforizzata con ROTATORIA CARDUCCI;45.689; 9.6488;1;0;0;0;Infortunio per caduta da veicolo
Bergamo;2017-12-24;16:20; VIALE PIERRE E MARIE CURIE in corrispondenza del civico n.2;45.6909; 9.6467;0;1;0;0;Veicolo in marcia contro veicoli in sosta
Bergamo;2017-12-24;13:45; VIA SUARDI all'intersezione con VIA F.LLI CAIROLI;45.7047; 9.6851;3;0;0;0;Scontro laterale fra veicoli in marcia
Bergamo;2017-12-23;07:40; VIA SAN GIOVANNI BOSCO all'intersezione semaforizzata con CIRCONV. MUGAZZONE;45.682; 9.6785;2;1;0;0;Scontro laterale fra veicoli in marcia
Bergamo;2017-12-23;20:35; VIA BORGO PALAZZO all'intersezione semaforizzata con PIAZZA S. ANNA;45.6966; 9.683;2;0;0;0;Scontro laterale fra veicoli in marcia
Bergamo;2017-12-23;13:15; VIA GHISLANDI in prossimità del civico n.7;45.6968; 9.6836;1;0;0;0;Scontro laterale fra veicoli in marcia
Bergamo;2017-12-23;15:30; VIA VERDI in corrispondenza del civico n.31/E;45.6997; 9.6741;1;1;0;0;Scontro frontale/laterale DX fra veicoli in marcia
Bergamo;2017-12-23;14:35; VIA CARDUCCI G. all'intersezione semaforizzata con VIA MORONI GIANBATTISTA;45.6882; 9.6601;2;2;0;0;Scontro laterale fra veicoli in marcia
Bergamo;2017-12-23;16:00; MORONI in prossimità del civico n.297;45.6839; 9.6563;1;2;0;0;Tamponamento Multiplo
Bergamo;2017-12-23;08:45; VIA DELL'ERA in prossimità Rotonda Buttinone;45.6909; 9.6569;1;1;0;0;Scontro laterale fra veicoli in marcia
Bergamo;2017-12-23;17:30; VIALE GIULIO CESARE all'intersezione semaforizzata con VIA MILAZZO;45.7121; 9.6841;1;1;0;0;Scontro frontale/laterale DX fra veicoli in marcia
Bergamo;2017-12-23;18:00; VIA SAN GIOVANNI fianco Parco Suardi;45.7006; 9.6762;2;1;0;0;Tamponamento
Bergamo;2017-12-23;13:25; VIA GALMOZZI F. in prossimità del civico n.12\E;45.6833; 9.6421;1;0;0;0;Veicolo in marcia contro veicolo in sosta
Bergamo;2017-12-23;17:00; VIA CORRIDONI F. in prossimità del civico n.93;45.7122; 9.7001;4;0;0;0;Scontro laterale fra veicoli in marcia
Bergamo;2017-12-22;16:45; VIA BAIONI in corrispondenza del civico n.29/b;45.7089; 9.6738;2;2;0;0;Scontro frontale fra veicoli in marcia
Bergamo;2017-12-22;16:00; S.P. 671 poco prima svincolo Autostrada;45.6755; 9.6747;4;0;0;0;Scontro laterale fra veicoli in marcia
Bergamo;2017-12-22;14:05; CIRCONV. MUGAZZONE poco prima viadotto Boccaleone;45.6888; 9.6884;3;1;0;0;Tamponamento Multiplo
Bergamo;2017-12-22;12:00; VIA BORGO PALAZZO in prossimità del civico n.12;45.6982; 9.6786;2;0;0;0;Scontro laterale fra veicoli in marcia
Bergamo;2017-12-22;12:40; CIRCONV. MUGAZZONE poco dopo svincolo via Gritti dir.Curno;45.6895; 9.6888;3;1;0;0;Tamponamento Multiplo
Bergamo;2017-12-22;22:00; VIA CORRENTI C. all'intersezione con LARGO DECORATI AL VALOR CIVILE;45.7049; 9.6952;2;0;0;0;Scontro laterale fra veicoli in marcia
Bergamo;2017-12-21;21:45; VIA CAMOZZI G. all'intersezione semaforizzata con VIA MADONNA DELLA NEVE;45.6971; 9.6763;4;3;0;0;Scontro laterale fra veicoli in marcia
Bergamo;2017-12-21;13:30; VIA AUTOSTRADA prossimità via magrini;45.6877; 9.6677;2;0;0;0;Scontro laterale fra veicoli in marcia
Bergamo;2017-12-21;13:30; VIA NOLI in prossimità del civico n.12;45.701; 9.6829;3;0;0;0;Tamponamento
Bergamo;2017-12-21;17:30; VIA BATTISTI C. in prossimità del civico n.17;45.7029; 9.6776;3;1;0;0;Tamponamento
Bergamo;2017-12-21;11:35; PIAZZALE DELLA MALPENSATA corridoio centrale;45.687; 9.6712;2;0;0;0;Scontro frontale/laterale SX fra veicoli in marcia
Bergamo;2017-12-21;21:30; PIAZZA EMANUELE FILIBERTO all'intersezione con VIA MUZIO;45.6731; 9.662;2;1;0;0;Scontro frontale/laterale DX fra veicoli in marcia
Bergamo;2017-12-21;15:35; VIALE ROMA all'intersezione semaforizzata con VIA PETRARCA;45.6963; 9.6684;3;0;0;0;Tamponamento Multiplo
Bergamo;2017-12-21;13:15; VIA CODUSSI M. all'intersezione con VIA F.LLI BRONZETTI;45.7022; 9.6867;2;0;0;0;Scontro frontale/laterale SX fra veicoli in marcia
Bergamo;2017-12-21;15:35; VIA BORGO PALAZZO in prossimità del civico n.l/o 28;45.6927; 9.6951;1;0;0;0;Veicolo in marcia contro veicolo in sosta
Bergamo;2017-12-20;18:50; VIA CELADINA all'interno dei condomini al civico n. 35;45.6917; 9.7113;1;1;0;0;Investimento di pedone
Bergamo;2017-12-20;14:55; S.P. EX 671  in corrispondenza della chilometrica6.4;45.676; 9.6567;4;0;0;0;Scontro laterale fra veicoli in marcia
Bergamo;2017-12-20;21:00; VIA BASCHENIS E. all'intersezione con VIA DON L. PALAZZOLO;45.6882; 9.6643;3;1;0;0;Tamponamento
Bergamo;2017-12-20;10:00; VIA NOLI in prossimità del civico n.12/A;45.7006; 9.6831;0;1;0;0;Investimento di pedone
Bergamo;2017-12-20;12:45; VIA BORGO PALAZZO all'intersezione con ROGGIA PONTE PERDUTO;45.6888; 9.7095;2;1;0;0;Scontro frontale/laterale SX fra veicoli in marcia
Bergamo;2017-12-20;09:10; VIA SAN GIORGIO all'intersezione con L.GO TIRONI;45.6866; 9.6633;0;2;0;0;Investimento di pedone
Bergamo;2017-12-20;15:40; VIA FARA in prossimità del palo luce n.31;45.7066; 9.6651;0;1;0;0;Infortunio per caduta da veicolo
Bergamo;2017-12-19;13:30; ROTATORIA VIA PER ORIO all'intersezione con S.P. 591;45.6764; 9.6848;3;0;0;0;Scontro laterale fra veicoli in marcia
Bergamo;2017-12-19;14:15; VIA GAVAZZENI altezza carrale CISAF;45.6907; 9.684;2;2;0;0;Scontro frontale fra veicoli in marcia
Bergamo;2017-12-19;16:20; VIA STATUTO all'intersezione con VIA MILANO;45.6967; 9.6586;2;0;0;0;Scontro frontale/laterale DX fra veicoli in marcia
Bergamo;2017-12-19;17:15; VIA PIATTI all'intersezione semaforizzata con VIA GABRIELE ROSA;45.6908; 9.6877;1;1;0;0;Investimento di pedone
Bergamo;2017-12-19;20:10; VIA TULLI E. in corrispondenza di  Pronto Moda;45.6726; 9.6753;2;0;0;0;Veicolo in marcia contro veicolo in sosta
Bergamo;2017-12-18;14:50; VIA BORGO PALAZZO all'intersezione semaforizzata con VIALE PIROVANO;45.6927; 9.6951;2;0;0;0;Scontro laterale fra veicoli in marcia
Bergamo;2017-12-18;11:20; VIA SAN GIOVANNI BOSCO all'intersezione semaforizzata con VIA DE GRASSI;45.6838; 9.6762;0;2;0;0;Investimento di pedone
Bergamo;2017-12-18;17:25; AUTOSTRADA all'intersezione con ROTATORIA AUTOSTRADA;45.6756; 9.6697;2;0;0;0;Scontro laterale fra veicoli in marcia
Bergamo;2017-05-13;17:10; PIAZZALE DELLA MALPENSATA 2° vialetto partendo da via Carnovali;45.6871; 9.6712;5;0;0;0;Veicolo in marcia contro veicolo fermo
Bergamo;2017-05-13;19:30; CARDUCCI parcheggio Auchan;45.6879; 9.6502;4;0;0;0;Scontro laterale fra veicoli in marcia
Bergamo;2017-05-13;08:35; VIA STEZZANO area servizio Q8;45.6601; 9.6572;3;1;0;0;Scontro laterale fra veicoli in marcia
Bergamo;2017-05-13;09:20; VIA SPINO parcheggio eurospin;45.6822; 9.6668;3;0;0;0;Scontro laterale fra veicoli in marcia
Bergamo;2017-05-13;11:40; L.GO TIRONI all'intersezione con CANIANA;45.6867; 9.6627;1;1;0;0;Scontro laterale fra veicoli in marcia
Bergamo;2017-05-12;07:45; VIA BELLINI V. all'intersezione semaforizzata con VIA MATTIOLI;45.6938; 9.6306;1;1;0;0;Investimento di pedone
Bergamo;2017-05-12;16:30; VIA BORGO PALAZZO in corrispondenza del civico n.42;45.6967; 9.6821;1;1;0;0;Investimento di pedone
Bergamo;2017-05-12;13:00; PIAZZALE MARCONI GUGLIELMO all'intersezione con VIA BONO B.;45.6916; 9.6755;3;0;0;0;Tamponamento
Bergamo;2017-05-11;15:50; VIA GALIMBERTI in corrispondenza del civico n.10;45.7106; 9.69;1;0;0;0;Veicolo in marcia contro ostacolo fisso
Bergamo;2017-05-11;12:55; IV NOVEMBRE in corrispondenza del civico n.77;45.6936; 9.6543;1;1;0;0;Veicolo in marcia contro veicolo fermo
Bergamo;2017-05-10;10:00; VIALE DELLE MURA palo illuminazione n.50;45.7022; 9.6653;1;2;0;0;Tamponamento
Bergamo;2017-05-10;13:05; VIA DELLE VALLI all'intersezione con Circonvallazione delle Valli;45.696; 9.694;2;0;0;0;Scontro laterale fra veicoli in marcia
Bergamo;2017-05-10;08:20; Via Bergamo in prossimità della rotatoria;45.6567; 9.656;2;1;0;0;Tamponamento Multiplo
Bergamo;2017-05-10;10:20; VIA BORGO PALAZZO in corrispondenza del civico n.193;45.6909; 9.7017;2;0;0;0;Veicolo in marcia contro veicolo in sosta
Bergamo;2017-05-09;12:30; VIA CAMOZZI G. in prossimità del civico n.62;45.6954; 9.6732;2;0;0;0;Tamponamento
Bergamo;2017-05-08;22:40; VIA BATTISTI C. in corrispondenza del civico n.5;45.7033; 9.6778;4;0;0;0;Tamponamento Multiplo
Bergamo;2017-05-08;07:55; VIA PIGNOLO in prossimità del civico n.101/A;45.702; 9.6728;0;2;0;0;Investimento di pedone
Bergamo;2017-05-08;08:45; VIA SAN BERNARDINO in prossimità del civico n.142/A;45.6749; 9.661;3;2;0;0;Tamponamento Multiplo
Bergamo;2017-05-08;14:00; VIA MORONI GIANBATTISTA in corrispondenza del civico n.233;45.6875; 9.6594;0;1;0;0;Ribaltamento senza urto contro ostacolo fisso
Bergamo;2017-05-08;15:30; VIA SAN BERNARDINO in corrispondenza del civico n.135;45.6797; 9.6617;3;0;0;0;Tamponamento
Bergamo;2017-05-08;08:35; VIALE PAPA GIOVANNI XXIII edicola;45.6922; 9.6729;0;0;0;0;Veicolo in marcia contro ostacolo fisso
Bergamo;2017-05-08;16:45; VIA DELLA GRUMELLINA in prossimità del civico n.8;45.6772; 9.6494;3;0;0;0;Veicolo in marcia contro veicoli in arresto
Bergamo;2017-05-08;10:15; VIA CARDUCCI G. interno parcheggio Auchan;45.6891; 9.6543;2;0;0;0;Scontro frontale/laterale SX fra veicoli in marcia
Bergamo;2017-05-08;09:10; VIA LOCATELLI all'intersezione con VIA BRIGATA LUPI;45.6991; 9.6678;1;1;0;0;Scontro frontale/laterale SX fra veicoli in marcia
Bergamo;2017-12-18;21:50; V.LE GIULIO CESARE all'intersezione con VIA BUTTARO;45.7127; 9.6858;2;0;0;0;Scontro frontale/laterale DX fra veicoli in marcia
Bergamo;2017-12-18;15:35; VIA ROSMINI A. in corrispondenza del civico n.L.O. 8;45.6997; 9.6588;2;0;0;0;Scontro frontale/laterale DX fra veicoli in marcia
Bergamo;2017-12-18;13:40; VIA GRUMELLO all'intersezione con VIA GOLTARA;45.67; 9.6391;0;1;0;0;Veicolo in marcia contro ostacolo accidentale
Bergamo;2017-12-18;16:45; VIA BORFURO in prossimità del civico n.15;45.6951; 9.6649;0;0;0;0;Veicolo in marcia contro veicolo in sosta
Bergamo;2017-12-17;18:20; VIA XXIV MAGGIO in prossimità del civico n.2/A;45.6979; 9.6546;1;1;0;0;Scontro laterale fra veicoli in marcia
Bergamo;2017-12-17;20:00; VIA CARNOVALI all'intersezione semaforizzata con AUTOSTRADA;45.6861; 9.6689;2;0;0;0;Scontro laterale fra veicoli in marcia
Bergamo;2017-12-16;19:45; VIA DON L. PALAZZOLO all'intersezione con VIA GREPPI;45.6898; 9.6654;2;1;0;0;Infortunio per sola frenata improvvisa
Bergamo;2017-12-16;15:15; VIA ISABELLO in corrispondenza del civico n.3;45.6877; 9.6895;0;1;0;0;Veicolo in marcia contro veicolo in sosta
Bergamo;2017-12-16;03:22; VIA BONOMELLI G. in prossimità del civico n.1;45.6909; 9.674;1;0;0;0;Veicolo in marcia contro ostacolo fisso
Bergamo;2017-12-16;07:55; VIALE DELLE MURA prossimità laterale sinistra vicolo bettami;45.7028; 9.6605;4;0;0;0;Tamponamento Multiplo
Bergamo;2017-12-15;12:30; VIA MATTIOLI all'intersezione con VIA PIZZIGONI;45.6937; 9.6318;2;0;0;0;Scontro frontale/laterale SX fra veicoli in marcia
Bergamo;2017-12-15;11:40; VIA SAN GIORGIO all'intersezione semaforizzata con AUTOSTRADA;45.6879; 9.6674;2;0;0;0;Scontro laterale fra veicoli in marcia
Bergamo;2017-12-15;12:40; VIA ZANICA all'intersezione con VIA FURIETTI;45.6856; 9.6732;1;1;0;0;Scontro frontale fra veicoli in marcia
Bergamo;2017-12-15;10:30; VIA SAN COLOMBANO in corrispondenza del civico n.5;45.7187; 9.6714;1;1;0;0;Veicolo in marcia contro veicolo arresto
Bergamo;2017-12-15;17:50; VIA EINAUDI in prossimità del civico n.7;45.714; 9.6771;3;0;0;0;Veicolo in marcia contro veicolo fermo
Bergamo;2017-12-15;16:45; Circonvallazione delle Valli prossimità via Gleno direzione Lecco;45.7012; 9.696;2;0;0;0;Scontro laterale fra veicoli in marcia
Bergamo;2017-12-14;14:40; CARDUCCI all'intersezione semaforizzata con VIA SALVO D'ACQUISTO;45.6892; 9.6469;3;0;0;0;Scontro frontale/laterale SX fra veicoli in marcia
Bergamo;2017-12-14;08:50; ROTATORIA AUTOSTRADA all'intersezione con RACCORDO CASELLI AUTOSTRADA;45.6757; 9.6688;3;0;0;0;Scontro laterale fra veicoli in marcia
Bergamo;2017-12-14;13:00; ROTATORIA SAN BERNARDINO all'intersezione semaforizzata con CIRCONV. POMPINIANO;45.6759; 9.6614;2;0;0;0;Scontro laterale fra veicoli in marcia
Bergamo;2017-12-14;10:00; VIA DE SAUSSURE XXXX;45.6769; 9.6721;1;0;0;0;Veicolo in marcia contro veicolo in sosta
Bergamo;2017-12-14;08:40; LARGO PORTA NUOVA all'intersezione semaforizzata con VIA TIRABOSCHI;45.6942; 9.6708;1;1;0;0;Scontro frontale/laterale DX fra veicoli in marcia
Bergamo;2017-12-14;07:10; VIA PAPA LEONE XIII all'intersezione con VIA BERLESE A.;45.7102; 9.6933;3;0;0;0;Scontro frontale/laterale SX fra veicoli in marcia
Bergamo;2017-12-14;18:15; VIA PALEOCAPA all'intersezione semaforizzata con VIA QUARENGHI;45.6895; 9.6692;2;0;0;0;Scontro laterale fra veicoli in marcia
Bergamo;2017-12-14;07:55; VIA FRIZZONI in corrispondenza del civico n.8;45.6989; 9.6778;2;1;0;0;Scontro frontale/laterale DX fra veicoli in marcia
Bergamo;2017-12-14;12:40; VIALE GIULIO CESARE all'intersezione con VIA BUTTARO;45.711; 9.6835;1;1;0;0;Scontro frontale/laterale SX fra veicoli in marcia
Bergamo;2017-12-13;10:00; ROTATORIA CARDUCCI all'intersezione con VIA LEOPARDI;45.6983; 9.6773;5;0;0;0;Scontro laterale fra veicoli in marcia
Bergamo;2017-12-13;12:00; VIA MORONI GIANBATTISTA in corrispondenza del civico n.330;45.684; 9.6563;0;2;0;0;Investimento di pedone
Bergamo;2017-12-13;10:30; AUTOSTRADA prossimità intersezione con via Magrini;45.6742; 9.6689;3;0;0;0;Scontro laterale fra veicoli in marcia
Bergamo;2017-12-13;17:30; VIA GRUMELLO all'intersezione con VIA AI CAMPI SPINI;45.6752; 9.6453;4;0;0;0;Scontro frontale/laterale SX fra veicoli in marcia
Bergamo;2017-12-12;11:10; VIA BAIONI in prossimità del civico n.6;45.7062; 9.6775;1;1;0;0;Scontro frontale fra veicoli in marcia
Bergamo;2017-12-12;10:44; VIALE PAPA GIOVANNI XXIII in prossimità del civico n.80;45.6926; 9.6725;3;0;0;0;Veicolo in marcia contro veicolo fermo
Bergamo;2017-12-12;17:45; VIA PALMA IL VECCHIO all'intersezione con SAN LAZZARO;45.6904; 9.6605;3;0;0;0;Investimento di pedone
Bergamo;2017-12-12;07:45; VIA MAZZINI all'intersezione semaforizzata con VIA XXIV MAGGIO;45.696; 9.6525;1;1;0;0;Investimento di pedone
Bergamo;2017-12-12;10:05; VIA GAVAZZENI in prossimità del civico n.13;45.6883; 9.6774;0;1;0;0;Infortunio per caduta da veicolo
Bergamo;2017-12-12;18:15; VIA GRUMELLO all'intersezione con VIA AI CAMPI SPINI;45.6751; 9.6454;2;0;0;0;Scontro frontale/laterale SX fra veicoli in marcia
Bergamo;2017-12-12;17:00; VIA BAIONI in corrispondenza del civico n.18;45.7072; 9.6767;1;1;0;0;Scontro frontale/laterale SX fra veicoli in marcia
Bergamo;2017-12-12;16:45; VIA GARIBALDI in prossimità del civico n.23;45.6957; 9.6612;4;0;0;0;Tamponamento
Bergamo;2017-12-11;00:15; LARGO DECORATI AL VALOR CIVILE all'intersezione con VIA DEI BERSAGLIERI;45.7038; 9.6937;2;0;0;0;Ribaltamento senza urto contro ostacolo fisso
Bergamo;2017-12-11;14:35; VIA MONTE CORNAGERA all'intersezione con VIA ROVELLI;45.689; 9.6947;3;0;0;0;Scontro laterale fra veicoli in marcia
Bergamo;2017-12-11;23:00; ROTATORIA VIA PER ORIO SOTTOPASSO 671;45.6764; 9.6846;1;0;0;0;Fuoriuscita dalla sede stradale
Bergamo;2017-12-11;13:25; VIA PETRARCA in prossimità del civico n.5;45.6968; 9.6692;2;1;0;0;Investimento di pedone
Bergamo;2017-12-11;19:35; VIA GAVAZZENI in prossimità del civico n.21;45.6888; 9.679;2;1;0;0;Investimento di pedone
Bergamo;2017-12-10;22:45; VIA BIANZANA in corrispondenza del civico n.68/c;45.7044; 9.6933;4;2;0;0;Scontro frontale fra veicoli in marcia
Bergamo;2017-12-10;23:30; VIA SUARDI all'intersezione con VIA BORGO SANTA CATERINA;45.703; 9.6826;3;0;0;0;Tamponamento
Bergamo;2017-12-09;11:30; VIA LUNGA in corrispondenza del civico n.30;45.6839; 9.6976;1;1;0;0;Tamponamento
Bergamo;2017-12-09;13:45; VIA DELLE VALLI distributore q8;45.6977; 9.6946;3;0;0;0;Scontro laterale fra veicoli in marcia
Bergamo;2017-12-09;14:40; VIA SCURI ENRICO in prossimità del civico n.12;45.6909; 9.6588;1;0;0;0;Veicolo in marcia contro veicolo in sosta
Bergamo;2017-12-09;09:30; PIAZZA EMANUELE FILIBERTO in corrispondenza del civico n.2/G;45.6736; 9.6612;1;1;0;0;Investimento di pedone
Bergamo;2017-12-09;11:50; VIA SUARDI all'intersezione semaforizzata con VIA ALBERICO DA ROSCIATE;45.7022; 9.6814;0;2;0;0;Scontro frontale/laterale SX fra veicoli in marcia
Bergamo;2017-12-08;11:50; CAMOZZI in corrispondenza del civico n.105;45.6977; 9.6761;2;1;0;0;Scontro laterale fra veicoli in marcia
Bergamo;2017-12-07;18:28; VIA CORRIDONI F. all'intersezione con VIA RADINI TEDESCHI;45.7091; 9.6944;2;0;0;0;Veicolo in marcia contro veicolo fermo
Bergamo;2017-12-07;15:40; CAMOZZI in corrispondenza del civico n.97;45.6972; 9.6761;0;1;0;0;Infortunio per caduta da veicolo
Bergamo;2017-12-07;17:55; VIA LAZZARETTO all'intersezione con PIAZZALE GOISIS LODOVICO;45.7081; 9.6782;1;1;0;0;Scontro frontale/laterale DX fra veicoli in marcia
Bergamo;2017-12-07;10:00; VIA CORRIDONI F. all'intersezione con VIA QUINTO ALPINI;45.708; 9.692;2;1;0;0;Scontro laterale fra veicoli in marcia
Bergamo;2017-12-07;19:00; SS671 prossimità ponte ferroviario;45.6758; 9.6518;2;0;0;0;Tamponamento
Bergamo;2017-12-06;18:00; VIA SAN GIORGIO all'intersezione semaforizzata con AUTOSTRADA;45.688; 9.6674;1;1;0;0;Scontro laterale fra veicoli in marcia
Bergamo;2017-12-06;07:40; VIALE VITTORIO EMANUELE II in corrispondenza del civico n.56;45.7004; 9.6647;1;0;0;0;Veicolo in marcia contro ostacolo fisso
Bergamo;2017-12-06;15:45; VIA BONOMELLI G. in corrispondenza del civico n.15;45.6892; 9.6708;2;0;0;0;Tamponamento
Bergamo;2017-12-05;14:00; VIA ZANICA in corrispondenza del civico n.92;45.6715; 9.6745;1;1;0;0;Tamponamento
Bergamo;2017-12-05;18:30; S.P. EX 671  in prossimità svincolo Orio Al Serio dir. Curno;45.6784; 9.6882;2;0;0;0;Tamponamento
Bergamo;2017-12-05;20:00; LARGO PORTA NUOVA all'intersezione semaforizzata con VIALE PAPA GIOVANNI XXIII;45.6942; 9.6708;4;0;0;0;Scontro frontale/laterale SX fra veicoli in marcia
Bergamo;2017-12-05;20:35; VIA F.LLI BANDIERA in corrispondenza del civico n.32;45.6768; 9.6373;2;0;0;0;Scontro laterale fra veicoli in marcia
Bergamo;2017-12-04;10:00; VIA PASCOLI in prossimità del civico n.1;45.6942; 9.6739;2;0;0;0;Scontro laterale fra veicoli in marcia
Bergamo;2017-12-04;18:00; V.LE VITTORIO EMANUELE in prossimità del civico n.33;45.6994; 9.6647;0;1;0;0;Infortunio per sola frenata improvvisa
Bergamo;2017-12-04;23:00; VIA BORGO PALAZZO in prossimità del palo luce n.178;45.6927; 9.6951;2;1;0;0;Tamponamento
Bergamo;2017-12-03;19:10; VIA MARTINELLA all'intersezione semaforizzata con VIA CORRENTI C.;45.71; 9.7028;3;0;0;0;Tamponamento
Bergamo;2017-12-03;11:00; VIA CARDUCCI G. parcheggio AUCHAN (porta sant'agostino);45.6877; 9.6478;1;0;0;0;Veicolo in marcia contro veicolo in sosta
Bergamo;2017-12-03;00:05; VIA PIATTI all'intersezione semaforizzata con VIA BORGO PALAZZO;45.6946; 9.6886;3;2;0;0;Scontro frontale/laterale SX fra veicoli in marcia
Bergamo;2017-12-02;12:10; VIA F.LLI BANDIERA in prossimità del civico n.34;45.6764; 9.6371;1;1;0;0;Scontro frontale/laterale DX fra veicoli in marcia
Bergamo;2017-12-02;13:40; ROTATORIA AUTOSTRADA all'intersezione con VIA DE SAUSSURE;45.6983; 9.6773;5;0;0;0;Tamponamento
Bergamo;2017-12-02;14:30; VIA BORGO PALAZZO rotatoria con laterale dx SLunga;45.6887; 9.7095;2;0;0;0;Scontro frontale/laterale DX fra veicoli in marcia
Bergamo;2017-12-02;19:50; S.P. 671 in corrispondenza della chilometrica3;45.6748; 9.6798;6;0;0;0;Tamponamento Multiplo
Bergamo;2017-12-02;21:15; ROTONDA DEI MILLE all'intersezione con VIA CRISPI F.;45.6953; 9.6671;4;0;0;0;Scontro laterale fra veicoli in marcia
Bergamo;2017-12-02;18:25; VIA BONOMELLI G. in prossimità del civico n.13;45.6897; 9.6718;2;0;0;0;Scontro laterale fra veicoli in marcia
Bergamo;2017-12-02;13:15; VIA QUATTRO NOVEMBRE in corrispondenza del civico n.36/38;45.6957; 9.6549;1;0;0;0;Veicolo in marcia contro veicolo in sosta
Bergamo;2017-12-01;19:30; CIRCONV. MUGAZZONE in corrispondenza del palo luce n.C 31;45.6833; 9.6802;4;0;0;0;Tamponamento
Bergamo;2017-12-01;08:40; VIA BOCCALEONE fronte poste;45.6873; 9.6877;0;0;0;0;Veicolo in marcia contro veicoli in sosta
